job_name,population,label,job_start_time,n_tasks,n_distinct_task_names,sum_inst_num,mean_plan_cpu,max_plan_cpu,mean_plan_mem,max_plan_mem,mean_plan_gpu,max_plan_gpu,n_distinct_gpu_types,n_instances,n_distinct_machines,mean_instance_start_time,predicted_label,risk_score,calibrated_risk,uncertainty,correct,primary_failure_category,secondary_tags,decision_time_availability
77abeb6f1eb41e1e5e06a42a,random_stratified,1,960837,1,1,1,800,800,19.53125,19.53125,100,100,1,1,1,960840,0,0.13953488372093023,0.13953488372093023,0.27906976744186052,False,high_confidence_error,false_negative;high_confidence,DECISION-TIME
1a26cb0686c794301fb9cc49,random_stratified,0,1056455,1,1,1,20,20,29.296875,29.296875,5,5,1,1,1,1056464,0,0.20978120978120979,0.20978120978120979,0.41956241956241958,True,correct,correct;high_confidence,DECISION-TIME
5529608f114976c006f2ea00,random_stratified,0,1099654,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,1099700,0,0.20978120978120979,0.20978120978120979,0.41956241956241958,True,correct,correct;high_confidence,DECISION-TIME
1cf70b1a694e1dec4a183d0d,random_stratified,0,1101556,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,1101572,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,True,correct,correct;high_confidence,DECISION-TIME
59113a8ae1207e590ebe3384,random_stratified,0,1111746,2,2,2,600,600,29.296875,29.296875,100,100,1,2,1,1111771,0,0.13953488372093023,0.13953488372093023,0.27906976744186052,True,correct,correct;high_confidence,DECISION-TIME
1e85b177fbe47ba67df2392d,random_stratified,0,1114162,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,1114171,0,0.15021459227467809,0.15021459227467809,0.30042918454935619,True,correct,correct;high_confidence,DECISION-TIME
23e105e6170b357fa50c447c,random_stratified,0,1123814,2,2,11,600,600,29.296875,29.296875,25,25,1,12,11,1124752.7272727273,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,True,correct,correct;high_confidence,DECISION-TIME
dc40dde28efb498702de9fb4,random_stratified,0,1128283,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,1128293,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,True,correct,correct;high_confidence,DECISION-TIME
f69187245bf6f44798ab48da,random_stratified,0,1132419,2,2,25,600,600,29.296875,39.0625,50,50,1,25,20,1132429.3999999999,0,0.13953488372093023,0.13953488372093023,0.27906976744186052,True,correct,correct;high_confidence,DECISION-TIME
2a77a95e726d12b424da1d5d,random_stratified,0,1133485,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,1133495,0,0.15021459227467809,0.15021459227467809,0.30042918454935619,True,correct,correct;high_confidence,DECISION-TIME
e5c147638bb730e4d7bcf5f1,random_stratified,0,1140223,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,1140226,0,0.14285714285714285,0.14285714285714285,0.2857142857142857,True,correct,correct;high_confidence,DECISION-TIME
4621008926e3917a9e4d7afe,random_stratified,0,1141374,2,2,15,325,600,73.2421875,97.65625,25,25,1,15,15,1141381.9333333333,1,0.84768211920529801,0.84768211920529801,0.30463576158940397,False,high_confidence_error,false_positive;high_confidence,DECISION-TIME
eb48bf0ce6199a3fa936ae9f,random_stratified,1,1142072,1,1,30,400,400,9.765625,9.765625,100,100,1,28,28,1142074,0,0.13953488372093023,0.13953488372093023,0.27906976744186052,False,high_confidence_error,false_negative;high_confidence,DECISION-TIME
