job_name,population,label,job_start_time,n_tasks,n_distinct_task_names,sum_inst_num,mean_plan_cpu,max_plan_cpu,mean_plan_mem,max_plan_mem,mean_plan_gpu,max_plan_gpu,n_distinct_gpu_types,n_instances,n_distinct_machines,mean_instance_start_time,predicted_label,risk_score,calibrated_risk,uncertainty,correct,primary_failure_category,secondary_tags,decision_time_availability
5e4e5b998ff0c2a00f2b9d7e,fold_1,0,3563831,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3563834,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
40cf4199be8bb67c2cc3a328,fold_1,0,3564667,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,3564673,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
9da2ef49429a6f021eca70b3,fold_1,0,3565514,1,1,15,600,600,29.296875,29.296875,50,50,1,15,12,3565768.2666666666,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
1298da3f292e5fc37cb83395,fold_1,0,3565988,2,2,31,600,600,29.296875,29.296875,100,100,1,31,17,3566001.6129032257,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
01cd2b3cd94bdb224ab43fa8,fold_1,1,3566952,2,2,9,600,600,29.296875,29.296875,100,100,1,64,35,3591024.1020408161,1,0.9042553266776352,0.9042553266776352,0.19148934664472961,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
8afd88f0fa5adaabf990625e,fold_1,0,3568145,1,1,1,100,100,1.97265625,1.97265625,,,0,1,1,3568156,0,0,0,0,True,correct,correct;high_confidence;temporal_regime;feature_missingness,DECISION-TIME
84ab1b4820385f7d2ee0d66d,fold_1,0,3568822,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3568832,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
abf7348cc735c388806c2dfb,fold_1,0,3569667,2,2,2,600,600,14.6484375,14.6484375,25,25,1,2,2,3569672,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
ef6447dc4f6f6abd70d8d470,fold_1,0,3571096,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3571099,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
a55e0e5722b3f2dff3963acc,fold_1,0,3571220,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3571227,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
f2f46479c83f8f0631e97cbf,fold_1,0,3571435,2,2,2,600,600,2.9296875,2.9296875,100,100,1,2,2,3571443,0,0.025000000000000001,0.025000000000000001,0.050000000000000044,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
6f622e06579c0b5bda379aca,fold_1,0,3572345,1,1,4,600,600,29.296875,29.296875,50,50,1,4,3,3573986.25,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
f1874df554afdd8ab5a31a46,fold_1,1,3573518,1,1,1,600,600,29.296875,29.296875,30,30,1,1,1,3573527,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
2ae4220566ac966fddb0215a,fold_1,0,3574898,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,3575013,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
b68d6279bde32da8b55a54ac,fold_1,0,3575532,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3575544,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
ca3d23846b7881fc8167d521,fold_1,0,3575906,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3575918,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
a1226b50a3864b40dfe2d62e,fold_1,0,3576277,1,1,1,600,600,29.296875,29.296875,25,25,1,1,1,3576284,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
47aaf2b98df4922db4b0c591,fold_1,0,3576405,2,2,3,1000,1600,34.1796875,58.59375,100,100,1,3,2,3576419,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
e423ceabf5809eebdc0326a4,fold_1,0,3576623,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3576637,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
15936b50b63e83a4a9d2589b,fold_1,1,3576942,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,3577052,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
bdba87a3c692934b942bf3cb,fold_1,0,3577406,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3577409,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
bc786e43a4725c34841f58d5,fold_1,1,3577671,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,3577676,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
a4a2ca7e1690c63308b307ef,fold_1,1,3578358,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3578385,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
45ec5745b61aef69af0b158f,fold_1,0,3579473,1,1,1,600,600,29.296875,29.296875,100,100,1,3,2,3579932,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
e30762408b9915c890650a28,fold_1,0,3579502,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3579604,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
0a48e5563f820ebd63a2165b,fold_1,0,3580329,2,2,2,600,600,2.9296875,2.9296875,100,100,1,2,2,3580340,0,0.025000000000000001,0.025000000000000001,0.050000000000000044,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
1366c5933f3aae86606116d1,fold_1,0,3580465,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3580469,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
822e84f6fd28b97d9070fc68,fold_1,0,3581415,2,2,21,500,600,6.8359375,9.765625,50,50,1,21,19,3581427.3809523811,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
e8aa7a6a2a1cb9c830f109b8,fold_1,0,3582153,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,3582169,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
df0c40603bab30bfb53f59bf,fold_1,0,3583185,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,3583193,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
da9846a9df94393e1bb5a32a,fold_1,1,3583413,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3583416,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
47208aa0478f8b771604fc22,fold_1,1,3583831,1,1,1,600,600,29.296875,29.296875,200,200,1,1,1,3583838,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
c41f127fd0d670f7dc3a14c2,fold_1,1,3585198,2,2,12,600,600,29.296875,29.296875,100,100,1,12,7,3585210,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
849b55b6b69b550709acf05c,fold_1,0,3586303,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3586313,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
4f2566b3a01eaf8719ca2cf3,fold_1,0,3586512,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3586524,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
e6039676f211778279aa2d08,fold_1,0,3586516,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3586563,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
a2795e47744f8ece95695f2c,fold_1,0,3587174,1,1,1,100,100,1.97265625,1.97265625,,,0,1,1,3587177,0,0,0,0,True,correct,correct;high_confidence;temporal_regime;feature_missingness,DECISION-TIME
ea896582de78cebee717f32c,fold_1,1,3588815,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3588818,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
09c942614b76ee7028f29448,fold_1,0,3589040,1,1,1,20,20,29.296875,29.296875,10,10,1,1,1,3589051,0,0.125,0.125,0.25,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
df50d2d6bc2f7a190737d4fe,fold_1,0,3589121,1,1,1,200,200,8,8,100,100,1,1,1,3589129,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
fefa034467b27a0d249e68a8,fold_1,0,3590202,1,1,1,3200,3200,19.53125,19.53125,100,100,1,1,1,3590205,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
49bde286d52682837beea475,fold_1,0,3590241,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3590254,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
676816f950ee38119f481f20,fold_1,0,3590325,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,3590335,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
1336da3ca087aa7595dc448f,fold_1,0,3592269,1,1,1,600,600,29.296875,29.296875,50,50,1,1,1,3592272,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
69920bd80d78498fcafbd9e0,fold_1,0,3592817,3,3,3,466.66666666666669,600,11.098958333333334,29.296875,25,25,1,3,3,3592820.6666666665,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
0d206797906409cd02e40cac,fold_1,0,3593455,1,1,1,600,600,29.296875,29.296875,5,5,1,3,2,3595326,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
ea33fe29fff8e1a817c57411,fold_1,0,3593607,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3593610,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
058b2aa0629065caaf83fffe,fold_1,0,3595600,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3595611,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
490843eee42e74b8a0fb5c95,fold_1,1,3595895,1,1,1,600,600,29.296875,29.296875,10,10,1,1,1,3595903,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
6e0f67e50122bbddfa865f82,fold_1,0,3597206,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,3597248,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
f0c1cfb24ccd9cb314dfe0ce,fold_1,0,3597207,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,3597255,0,0.43999999999999984,0.43999999999999984,0.87999999999999967,True,correct,correct;low_confidence;temporal_regime,DECISION-TIME
0232a72ba43a4a3041af93c8,fold_1,0,3598056,1,1,1,20,20,29.296875,29.296875,10,10,1,1,1,3598061,0,0.125,0.125,0.25,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
946d39ce23d185fae732cdb8,fold_1,0,3599965,3,3,3,466.66666666666669,600,11.098958333333334,29.296875,25,25,1,3,3,3599968.6666666665,0,0.088888888888888892,0.088888888888888892,0.17777777777777781,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
bf196cb64a2bd2ea59e18f3e,fold_1,0,3600468,1,1,1,10,10,29.296875,29.296875,10,10,1,1,1,3600479,0,0.125,0.125,0.25,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
