job_name,population,label,job_start_time,n_tasks,n_distinct_task_names,sum_inst_num,mean_plan_cpu,max_plan_cpu,mean_plan_mem,max_plan_mem,mean_plan_gpu,max_plan_gpu,n_distinct_gpu_types,n_instances,n_distinct_machines,mean_instance_start_time,predicted_label,risk_score,calibrated_risk,uncertainty,correct,primary_failure_category,secondary_tags,decision_time_availability
44bd48bbb81253b01d7a2201,canonical_temporal,0,5540091,1,1,48,200,200,4,4,50,50,1,48,38,5540093.854166667,0,0.13486005089058525,0.13486005089058525,0.26972010178117056,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
0341eda6f8da9470917bef38,canonical_temporal,0,5540460,1,1,20,600,600,29.296875,29.296875,100,100,1,20,14,5540481.9500000002,0,0.21441441441441439,0.21441441441441439,0.42882882882882878,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
2e7df4fa04f3362aff019a3f,canonical_temporal,1,5540658,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,5540700,0,0.21441441441441439,0.21441441441441439,0.42882882882882878,False,high_confidence_error,false_negative;high_confidence;temporal_regime,DECISION-TIME
2b17036d1706587f89a2f85e,canonical_temporal,1,5540912,1,1,1,1800,1800,58.59375,58.59375,100,100,1,1,1,5541038,0,0.38271604938271603,0.38271604938271603,0.76543209876543206,False,low_confidence_error,false_negative;low_confidence;temporal_regime,DECISION-TIME
b2f2f4a451a6ba318f9380e9,canonical_temporal,0,5541205,2,2,11,600,600,29.296875,29.296875,25,25,1,11,11,5541211.4545454541,0,0.13486005089058525,0.13486005089058525,0.26972010178117056,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
c03d800567a0af1153c4a89c,canonical_temporal,0,5541741,2,2,28,1350,2400,29.296875,39.0625,25,25,1,28,22,5541753.3928571427,0,0.13486005089058525,0.13486005089058525,0.26972010178117056,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
a4d45a59bc39e6bd658d4f9d,canonical_temporal,0,5541823,1,1,1,100,100,97.65625,97.65625,500,500,1,1,1,5548297,1,0.5,0.5,1,False,low_confidence_error,false_positive;low_confidence;temporal_regime,DECISION-TIME
58ede19845b49af33f09926e,canonical_temporal,0,5542342,2,2,19,600,600,29.296875,29.296875,25,25,1,19,12,5542354.6842105268,0,0.13486005089058525,0.13486005089058525,0.26972010178117056,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
c46d3f7a64c140b9f50512ba,canonical_temporal,0,5542365,1,1,1,1000,1000,19.55078125,19.55078125,50,50,1,1,1,5542368,0,0.13486005089058525,0.13486005089058525,0.26972010178117056,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
d82b82785c1a40027175c688,canonical_temporal,0,5544034,1,1,1,600,600,29.296875,29.296875,100,100,1,1,1,5544040,0,0.21441441441441439,0.21441441441441439,0.42882882882882878,True,correct,correct;high_confidence;temporal_regime,DECISION-TIME
